id,count
1542,3
1543,0
1544,0
1545,0
1546,0
1547,0
1548,0
1549,0
1550,1
1551,0
1552,15
1553,6
1554,15
1555,33
1556,48
1557,55
1558,59
1559,59
1560,46
1561,50
1562,38
1563,56
1564,46
1565,28
1566,11
1567,0
1568,0
1569,0
1570,0
1571,0
1572,0
1573,0
1574,0
1575,0
1576,2
1577,11
1578,44
1579,56
1580,62
1581,143
1582,102
1583,190
1584,144
1585,85
1586,73
1587,94
1588,78
1589,63
1590,24
1591,5
1592,1
1593,0
1594,0
1595,0
1596,0
1597,0
1598,0
1599,3
1600,5
1601,22
1602,52
1603,97
1604,150
1605,134
1606,173
1607,222
1608,227
1609,109
1610,80
1611,124
1612,137
1613,116
1614,37
1615,18
1616,0
1617,0
1618,0
1619,0
1620,0
1621,0
1622,0
1623,1
1624,0
1625,7
1626,13
1627,43
1628,104
1629,147
1630,177
1631,236
1632,211
1633,189
1634,99
1635,77
1636,149
1637,139
1638,103
1639,69
1640,29
1641,0
1642,0
1643,0
1644,0
1645,0
1646,0
1647,0
1648,1
1649,0
1650,4
1651,13
1652,32
1653,51
1654,75
1655,88
1656,105
1657,175
1658,130
1659,80
1660,67
1661,90
1662,106
1663,56
1664,19
1665,2
1666,2
1667,0
1668,0
1669,0
1670,0
1671,0
1672,0
1673,1
1674,0
1675,4
1676,16
1677,38
1678,69
1679,87
1680,86
1681,121
1682,155
1683,152
1684,101
1685,64
1686,105
1687,101
1688,87
1689,31
1690,6
1691,1
1692,0
1693,0
1694,0
1695,0
1696,0
1697,0
1698,1
1699,0
1700,3
1701,19
1702,52
1703,44
1704,96
1705,129
1706,94
1707,82
1708,87
1709,61
1710,85
1711,132
1712,92
1713,71
1714,29
1715,8
1716,0
1717,0
1718,0
1719,0
1720,0
1721,0
1722,0
1723,2
1724,3
1725,12
1726,48
1727,45
1728,64
1729,81
1730,77
1731,67
1732,52
1733,56
1734,53
1735,85
1736,97
1737,54
1738,24
1739,7
1740,0
1741,0
1742,0
1743,0
1744,0
1745,0
1746,0
1747,2
1748,3
1749,14
1750,22
1751,51
1752,78
1753,71
1754,113
1755,119
1756,127
1757,67
1758,63
1759,89
1760,105
1761,83
1762,22
1763,10
1764,2
1765,0
1766,0
1767,0
1768,0
1769,0
1770,0
1771,1
1772,0
1773,4
1774,16
1775,45
1776,47
1777,70
1778,97
1779,114
1780,142
1781,105
1782,87
1783,89
1784,114
1785,133
1786,65
1787,34
1788,2
1789,0
1790,0
1791,0
1792,0
1793,0
1794,0
1795,1
1796,2
1797,0
1798,1
1799,20
1800,37
1801,53
1802,79
1803,83
1804,121
1805,146
1806,143
1807,93
1808,50
1809,83
1810,89
1811,82
1812,24
1813,5
1814,0
1815,0
1816,0
1817,0
1818,0
1819,0
1820,0
1821,0
1822,3
1823,24
1824,31
1825,60
1826,120
1827,54
1828,108
1829,162
1830,146
1831,101
1832,80
1833,156
1834,105
1835,100
1836,34
1837,3
1838,1
1839,0
1840,0
1841,0
1842,0
1843,0
1844,0
1845,4
1846,7
1847,38
1848,76
1849,126
1850,157
1851,202
1852,296
1853,351
1854,307
1855,250
1856,192
1857,297
1858,205
1859,169
1860,37
1861,6
1862,3
1863,1
1864,0
1865,0
1866,0
1867,0
1868,0
1869,0
1870,1
1871,11
1872,24
1873,31
1874,57
1875,62
1876,81
1877,95
1878,64
1879,59
1880,58
1881,108
1882,86
1883,66
1884,26
1885,4
1886,0
1887,0
1888,0
1889,0
1890,0
1891,0
1892,0
1893,0
1894,5
1895,16
1896,33
1897,43
1898,53
1899,66
1900,57
1901,49
1902,48
1903,42
1904,31
1905,67
1906,81
1907,54
1908,20
1909,2
1910,0
1911,0
1912,0
1913,1
1914,0
1915,0
1916,0
1917,0
1918,1
1919,0
1920,4
1921,9
1922,30
1923,56
1924,87
1925,98
1926,114
1927,137
1928,106
1929,72
1930,47
1931,98
1932,92
1933,72
1934,22
1935,7
1936,2
1937,0
1938,0
1939,0
1940,0
1941,0
1942,0
1943,0
1944,2
1945,10
1946,45
1947,56
1948,56
1949,91
1950,94
1951,152
1952,108
1953,88
1954,61
1955,81
1956,95
1957,68
1958,21
1959,5
1960,1
1961,0
1962,0
1963,0
1964,0
1965,0
1966,0
1967,5
1968,6
1969,28
1970,57
1971,92
1972,138
1973,122
1974,169
1975,221
1976,219
1977,135
1978,103
1979,140
1980,130
1981,118
1982,39
1983,6
1984,0
1985,0
1986,0
1987,0
1988,0
1989,0
1990,0
1991,1
1992,3
1993,13
1994,25
1995,69
1996,82
1997,92
1998,95
1999,135
2000,146
2001,85
2002,68
2003,82
2004,94
2005,73
2006,27
2007,5
2008,1
2009,1
2010,0
2011,0
2012,0
2013,0
2014,1
2015,0
2016,0
2017,2
2018,8
2019,33
2020,64
2021,68
2022,72
2023,117
2024,144
2025,167
2026,85
2027,51
2028,106
2029,114
2030,74
2031,34
2032,7
2033,0
2034,0
2035,0
2036,0
2037,0
2038,0
2039,0
2040,1
2041,0
2042,0
2043,17
2044,25
2045,60
2046,60
2047,76
2048,98
2049,72
2050,94
2051,60
2052,47
2053,84
2054,86
2055,67
2056,22
2057,8
2058,0
2059,0
2060,0
2061,0
2062,0
2063,0
2064,0
2065,1
2066,3
2067,11
2068,15
2069,50
2070,42
2071,58
2072,62
2073,67
2074,45
2075,35
2076,44
2077,60
2078,63
2079,37
2080,19
2081,0
2082,0
2083,2
2084,1
2085,0
2086,0
2087,0
2088,0
2089,0
2090,1
2091,1
2092,19
2093,24
2094,59
2095,68
2096,76
2097,83
2098,119
2099,121
2100,77
2101,65
2102,89
2103,85
2104,46
2105,24
2106,1
2107,0
2108,0
2109,0
2110,1
2111,0
2112,0
2113,0
2114,0
2115,0
2116,11
2117,14
2118,19
2119,65
2120,76
2121,90
2122,111
2123,118
2124,108
2125,69
2126,42
2127,86
2128,93
2129,71
2130,26
2131,6
2132,2
2133,0
2134,0
2135,0
2136,0
2137,0
2138,0
2139,4
2140,2
2141,16
2142,39
2143,58
2144,84
2145,99
2146,91
2147,147
2148,122
2149,116
2150,88
2151,104
2152,104
2153,65
2154,25
2155,2
2156,0
2157,0
2158,0
2159,0
2160,0
2161,0
2162,3
2163,1
2164,0
2165,4
2166,6
2167,16
2168,40
2169,44
2170,61
2171,93
2172,125
2173,119
2174,69
2175,55
2176,97
2177,99
2178,64
2179,24
2180,8
2181,0
2182,0
2183,0
2184,0
2185,0
2186,0
2187,0
2188,1
2189,0
2190,1
2191,9
2192,26
2193,46
2194,77
2195,92
2196,115
2197,137
2198,155
2199,81
2200,80
2201,147
2202,135
2203,76
2204,33
2205,6
2206,0
2207,0
2208,0
2209,0
2210,0
2211,0
2212,0
2213,0
2214,2
2215,9
2216,26
2217,41
2218,67
2219,62
2220,81
2221,83
2222,78
2223,61
2224,59
2225,99
2226,96
2227,75
2228,28
2229,4
2230,0
2231,0
2232,0
2233,0
2234,0
2235,0
2236,1
2237,0
2238,1
2239,4
2240,10
2241,20
2242,39
2243,57
2244,65
2245,56
2246,68
2247,48
2248,47
2249,36
2250,62
2251,55
2252,46
2253,27
2254,4
2255,2
2256,0
2257,0
2258,0
2259,0
2260,0
2261,0
2262,1
2263,3
2264,10
2265,26
2266,51
2267,70
2268,78
2269,114
2270,143
2271,121
2272,81
2273,56
2274,87
2275,96
2276,76
2277,26
2278,1
2279,0
2280,0
2281,0
2282,0
2283,0
2284,0
2285,0
2286,0
2287,10
2288,17
2289,61
2290,82
2291,143
2292,125
2293,177
2294,194
2295,188
2296,159
2297,105
2298,136
2299,110
2300,91
2301,37
2302,5
2303,0
2304,0
2305,0
2306,0
2307,0
2308,0
2309,0
2310,1
2311,5
2312,21
2313,38
2314,78
2315,128
2316,114
2317,159
2318,165
2319,162
2320,103
2321,66
2322,130
2323,98
2324,86
2325,26
2326,3
2327,0
2328,0
2329,0
2330,0
2331,0
2332,0
2333,0
2334,0
2335,0
2336,11
2337,22
2338,53
2339,73
2340,90
2341,61
2342,78
2343,61
2344,71
2345,74
2346,65
2347,62
2348,56
2349,36
2350,5
2351,3
2352,0
2353,0
2354,0
2355,0
2356,0
2357,0
2358,1
2359,7
2360,45
2361,78
2362,127
2363,129
2364,151
2365,182
2366,263
2367,239
2368,156
2369,107
2370,159
2371,132
2372,96
2373,41
2374,5
2375,0
2376,0
2377,0
2378,0
2379,0
2380,0
2381,0
2382,1
2383,1
2384,19
2385,17
2386,42
2387,71
2388,75
2389,70
2390,90
2391,96
2392,54
2393,54
2394,72
2395,89
2396,78
2397,21
2398,5
2399,0
2400,0
2401,0
2402,0
2403,0
2404,0
2405,0
2406,1
2407,8
2408,13
2409,29
2410,52
2411,76
2412,81
2413,68
2414,51
2415,36
2416,30
2417,55
2418,71
2419,59
2420,36
2421,15
2422,7
2423,1
2424,0
2425,0
2426,0
2427,0
2428,0
2429,0
2430,1
2431,0
2432,2
2433,23
2434,47
2435,70
2436,110
2437,95
2438,140
2439,159
2440,166
2441,98
2442,85
2443,102
2444,107
2445,63
2446,28
2447,10
2448,0
2449,0
2450,0
2451,0
2452,0
2453,0
2454,0
2455,3
2456,6
2457,28
2458,80
2459,121
2460,148
2461,158
2462,190
2463,219
2464,277
2465,171
2466,104
2467,147
2468,151
2469,113
2470,43
2471,8
2472,2
2473,0
2474,0
2475,0
2476,0
2477,0
2478,0
2479,0
2480,5
2481,18
2482,38
2483,65
2484,87
2485,95
2486,116
2487,148
2488,148
2489,91
2490,84
2491,138
2492,93
2493,63
2494,30
2495,2
2496,1
2497,0
2498,0
2499,0
2500,0
2501,0
2502,1
2503,0
2504,4
2505,16
2506,28
2507,68
2508,95
2509,141
2510,165
2511,202
2512,220
2513,235
2514,154
2515,113
2516,182
2517,166
2518,92
2519,41
2520,7
2521,0
2522,0
2523,0
2524,0
2525,0
2526,0
2527,0
2528,1
2529,7
2530,15
2531,46
2532,75
2533,99
2534,96
2535,127
2536,133
2537,135
2538,86
2539,79
2540,103
2541,108
2542,73
2543,42
2544,9
2545,0
2546,0
2547,1
2548,0
2549,0
2550,0
2551,0
2552,0
2553,0
2554,6
2555,22
2556,39
2557,76
2558,67
2559,100
2560,92
2561,99
2562,90
2563,72
2564,66
2565,92
2566,121
2567,64
2568,22
2569,7
2570,1
2571,0
2572,0
2573,0
2574,0
2575,0
2576,0
2577,0
2578,1
2579,32
2580,27
2581,56
2582,78
2583,87
2584,84
2585,81
2586,55
2587,68
2588,64
2589,86
2590,92
2591,57
2592,18
2593,4
2594,1
2595,0
2596,0
2597,0
2598,0
2599,0
2600,0
2601,1
2602,2
2603,18
2604,66
2605,68
2606,84
2607,97
2608,115
2609,178
2610,155
2611,73
2612,74
2613,102
2614,103
2615,74
2616,31
2617,9
2618,2
2619,0
2620,0
2621,0
2622,0
2623,0
2624,0
2625,0
2626,2
2627,15
2628,41
2629,80
2630,121
2631,110
2632,125
2633,132
2634,159
2635,109
2636,85
2637,148
2638,125
2639,77
2640,32
2641,2
2642,1
2643,0
2644,0
2645,0
2646,0
2647,0
2648,0
2649,0
2650,4
2651,36
2652,98
2653,145
2654,180
2655,176
2656,259
2657,281
2658,264
2659,175
2660,142
2661,182
2662,185
2663,115
2664,31
2665,5
2666,1
2667,0
2668,0
2669,0
2670,0
2671,0
2672,0
2673,1
2674,4
2675,21
2676,57
2677,89
2678,104
2679,121
2680,153
2681,177
2682,170
2683,99
2684,84
2685,136
2686,101
2687,74
2688,26
2689,5
2690,3
2691,0
2692,0
2693,0
2694,0
2695,0
2696,0
2697,1
2698,6
2699,23
2700,76
2701,122
2702,153
2703,161
2704,206
2705,276
2706,221
2707,155
2708,129
2709,138
2710,158
2711,104
2712,47
2713,12
2714,0
2715,0
2716,0
2717,0
2718,0
2719,0
2720,1
2721,1
2722,0
2723,4
2724,20
2725,28
2726,81
2727,88
2728,103
2729,85
2730,110
2731,96
2732,80
2733,49
2734,111
2735,110
2736,68
2737,29
2738,4
2739,0
2740,0
2741,0
2742,0
2743,1
2744,0
2745,0
2746,0
2747,0
2748,6
2749,22
2750,32
2751,64
2752,88
2753,101
2754,90
2755,83
2756,65
2757,46
2758,79
2759,110
2760,83
2761,53
2762,28
2763,3
2764,0
2765,0
2766,0
2767,0
2768,0
2769,0
2770,0
2771,0
2772,5
2773,24
2774,42
2775,63
2776,86
2777,104
2778,134
2779,144
2780,141
2781,109
2782,76
2783,105
2784,134
2785,75
2786,22
2787,0
2788,0
2789,2
2790,0
2791,0
2792,0
2793,0
2794,0
2795,0
2796,2
2797,13
2798,45
2799,126
2800,229
2801,202
2802,184
2803,228
2804,277
2805,266
2806,204
2807,128
2808,180
2809,182
2810,139
2811,43
2812,4
2813,0
2814,0
2815,0
2816,0
2817,0
2818,0
2819,0
2820,0
2821,8
2822,21
2823,67
2824,86
2825,94
2826,113
2827,122
2828,208
2829,135
2830,94
2831,75
2832,140
2833,101
2834,110
2835,41
2836,6
2837,0
2838,0
2839,0
2840,0
2841,0
2842,0
2843,0
2844,2
2845,6
2846,17
2847,52
2848,95
2849,116
2850,129
2851,156
2852,210
2853,174
2854,102
2855,76
2856,112
2857,149
2858,99
2859,34
2860,6
2861,2
2862,0
2863,0
2864,0
2865,0
2866,0
2867,0
2868,0
2869,6
2870,27
2871,72
2872,97
2873,123
2874,148
2875,201
2876,243
2877,207
2878,142
2879,80
2880,135
2881,165
2882,136
2883,52
2884,10
2885,0
2886,0
2887,0
2888,0
2889,0
2890,0
2891,0
2892,1
2893,0
2894,0
2895,20
2896,18
2897,53
2898,84
2899,82
2900,96
2901,107
2902,92
2903,97
2904,80
2905,117
2906,126
2907,98
2908,37
2909,6
2910,2
2911,0
2912,0
2913,0
2914,0
2915,0
2916,1
2917,0
2918,0
2919,0
2920,8
2921,16
2922,32
2923,37
2924,34
2925,33
2926,38
2927,27
2928,25
2929,32
2930,44
2931,41
2932,40
2933,16
2934,2
2935,1
2936,0
2937,0
2938,1
2939,0
2940,0
2941,0
2942,0
2943,0
2944,5
2945,12
2946,9
2947,30
2948,37
2949,27
2950,40
2951,30
2952,29
2953,17
2954,19
2955,33
2956,19
2957,22
2958,9
2959,1
2960,0
2961,0
2962,0
2963,0
2964,0
2965,0
2966,0
2967,1
2968,3
2969,12
2970,28
2971,40
2972,60
2973,64
2974,66
2975,52
2976,41
2977,33
2978,40
2979,45
2980,40
2981,27
2982,14
2983,0
2984,0
2985,0
2986,0
2987,0
2988,0
2989,0
2990,0
2991,2
2992,1
2993,14
2994,59
2995,60
2996,98
